x1,x2
0.0,0.0
0.6000000000000001,0.0
1.2000000000000002,0.0
1.799999655606538,0.0006428623770548776
2.3999965585465795,0.0025706752203724175
2.9999841903540045,0.006423165079900784
3.59994991800787,0.012836092708366553
4.199873056557795,0.022439624996403652
4.799723023388346,0.0358566773324352
5.399457608205511,0.05370122199411888
5.999021382058869,0.07657655986525871
6.598344267725336,0.10507355473170261
7.197340292556388,0.1397688315946777
7.795906543412981,0.18122294279588547
8.393922341566078,0.22997850821474497
8.991248653414617,0.2865583383083555
9.587727750561488,0.3514635512488806
10.183183130193111,0.42517169779836206
10.777419703839266,0.5081349097737725
11.370224259466065,0.6007780899227414
11.961366198505438,0.7034971626832102
12.550598545888539,0.8166574065739026
13.137659227477329,0.9405918897999448
13.722272605537153,1.075600031011806
14.304151259130231,1.2219463069900722
14.88299799260928,1.3798591283208186
15.458508051830094,1.5495299028686331
16.03037152436215,1.7311123050544763
16.598275896936798,1.9247217666274974
17.161908740709908,2.130435201823731
17.720960492699703,2.348290976585707
18.275127300052258,2.5782891279449673
18.82411389263592,2.820391835826105
19.36763644890733,3.0745241455078784
19.905425420045855,3.3405749348729312
20.437228278023543,3.618398116495276
20.962812154550296,3.9078140606571554
21.481966339678284,4.208611221654551
21.994504611218996,4.520547946337715
22.500267368959246,4.843354440824701
22.99912355088563,5.176734868795256
23.490972312156362,5.520369552778765
23.97574445130516,5.873917248436787
24.45340357202943,6.2370174610350695
24.92394697281015,6.609292773111651
25.38740626044169,6.990351152770286
25.843847687230483,7.379788213039352
26.293372215074328,7.777189394299258
26.73611531279281,8.182132043846874
27.172246495889098,8.59418736917471
27.601968620344326,9.012922244428355
28.025516944051276,9.437900852695916
28.443157971072957,9.868686150203011
28.855188095065998,10.304841142060582
29.261932058954354,10.74592996286699
29.663741248302934,11.19151875912991
30.060991835861127,11.641176374082296
30.454082794468558,12.094474838960672
30.843433794991974,12.550989678140533
31.22948300524943,13.010300038637219
31.612684805033776,13.471988657342552
31.993507431430626,13.935641681946302
32.372430567692334,14.400848363761591
32.74994288803181,14.867200642615144
33.12653956988523,15.334292645562096
33.502719784501274,15.801720122430355
33.87898417617936,16.269079842084416
34.25583234012374,16.735968973818867
34.63376030871963,17.201984478446107
35.0132580560761,17.666722533431244
35.39480703091389,18.129778015852335
35.778877728290205,18.590744066030513
36.16592731122291,19.049211753388757
36.556397293972466,19.504769864469615
36.950711299520385,19.957004831084046
37.34927290460335,20.405500814292022
37.752463586470434,20.849839957352323
38.16064078627295,21.289602817950367
38.57413610461644,21.724368986951603
38.993253645245375,22.153717897672426
39.418268523040524,22.577229826256232
39.849425552436536,22.9944870802404
40.28693813196958,23.4050753688585
40.73098733990775,23.808585345103797
41.181721254774224,24.20461430615228
41.63925451303199,24.592768035476148
42.10366811425806,24.97266276694295
42.575009481806624,25.34392724846179
43.05329278427148,25.706204880373164
43.53849952004709,26.059155901844953
44.030579364008105,26.402459597087667
44.529451271842944,26.735816492281433
45.0350048339621,27.058950513747195
45.54710186723801,27.371611078113744
46.065578229207254,27.67357508603379
46.59024583586634,27.964648792374003
47.12089486090783,28.24466952771786
47.65729609125785,28.513507248432408
48.199203411166685,28.771065895402803
48.74635638493928,29.017284544761058
49.29848290672707,29.252138337446038
49.85530188467997,29.47563917814129
50.416525926203526,29.68783619795063
50.981863991092574,29.888815978992177
51.551023979914945,30.078702542823628
52.12371522617586,30.25765710816388
52.69965086247178,30.425877626663894
53.278550032994545,30.58359810842849
53.86013992731494,30.731087751537395
54.444157613293996,30.868649891909175
55.0303516501692,30.996620791460387
55.618483466267385,31.115368283615172
56.20832848933231,31.225290295812652
56.79967702105091,31.326813268751057
57.39233485095021,31.42039049172253
57.986123608355584,31.506500372566624
58.58088085449703,31.58564465955083
59.17645992007762,31.658346630928172
59.772729496641595,31.725149266087424
60.369572992871966,31.786613410167625
60.9668876694903,31.843315941824844
61.56458356871536,31.895847951585953
62.16258225625924,31.944812935970674
62.760815395602876,31.990825010375726
63.3592231758053,32.03450714165622
63.957752615372954,32.076489399466254
64.55635576575983,32.11740722378398
65.15498783889835,32.157899704689534
65.75360528378617,32.19860786942308
66.35216383758569,32.24017297105203
66.95061657693556,32.28323477274037
67.54891199523178,32.32842982164793
68.14699213150706,32.37638970689526
68.74479077621658,32.4277392968009
69.3422317787172,32.48309495171566
69.9392274804944,32.543062710216084
70.53567729723069,32.60823644814205
71.13146647160983,32.67919601192756
71.7264650172934,32.75650532982926
72.32052687278218,32.840710506945804
72.91348928187048,32.93233791227953
73.50517241511585,33.03189226845218
74.09537924417789,33.13985475697731
74.68389567804017,33.25668115414004
75.27049096703368,33.3828000144688
75.854918377258,33.51861092043178
76.4369161344836,33.66448281828869
77.01620863296182,33.820752460915976
77.59250790082568,33.98772297885129
78.16551530999728,34.16566260073032
78.73492351479948,34.35480354369067
